"id";"nom";"latitude";"longitude";"typeR";"dateLastScanReviews";"gadm36_gid";"gid";"name_1";"name_2";"name_3";"name_4";"name_5";"region";"date_review";"date_visit";"age";"sexe";"memberID";"country"
"611915";"Hotel Restaurant Le Foch";"50,799809";"2,48686";"H";"2019-04-03";"71260";"71260";"Hauts-de-France";"Nord";"Dunkerque";"Cassel";"Cassel";\N;"2014-09-09";"0000-00-00";"50-64";"man";"2FFD7D6B32AEF244101B0B524C547E98";"-"
"611915";"Hotel Restaurant Le Foch";"50,799809";"2,48686";"H";"2019-04-03";"71260";"71260";"Hauts-de-France";"Nord";"Dunkerque";"Cassel";"Cassel";\N;"2015-11-15";"0000-00-00";"";"";"F688E543135C4C43E49DD995089350E4";"-"
